star_rating,review_body
1,What a great perk on Amazon Prime. My 4-year-old loves this series. We are all learning some French! Little Pim is a cute panda and the video includes both animated skits with Pim and friends and pictures/videos of real people and things. There is enough repetition to aid in learning and the narrative is clear and easy to follow. The entire video is in French for a good immersive experience for ages toddler to adult.
1,Watch it
1,"Very entertaining and educational and our son loves the shows, so that's good enough for me! Catchy songs!!"
0,PURE FILTH
1,Interesting but I could only find episode 1. Is there more?
1,Great show! I Loved the way they talked to each other.
1,We love it
1,Highly entertaining show
0,"If thats reality, I am moving to the wilderness."
1,"Well... its ok. Its not as funny as the first one. I still love Kevin James, but I'd say, wait until Netflix and you can get it for cheap!"
1,love this show!
1,"It's just simply funny. Being a silent film, visual humor is key and is exceptionally well done. Excellent film."
1,One of my favorite movies of all time! Fantastic movie!
0,80% of the movie are  old
1,Laughed out loud often. Very funny writing and likable characters. Sad it was only 6 episodes!
1,DEADWOOD WAS MAGNIFICENT. I WAS CLUED TO THE TV.
1,very good story on how to test your courage
1,Great movie!
1,excellent! kids loved it.
1,"All around enjoyable series! Good, CLEAN entertainment!"
1,My students love to watch this during lunchtime...and so do I.
1,Great show
1,Very cute
1,"A fun old movie. Yes way too sexist but it was the 60's snd although I don't want to go back, it is fun, sometimes, to look back in a controlled way."
1,"Great movie, and how they created the roles of a much younger crew in a modern time. A must see for all Trekkies."
1,Loved it and was all excited to continue watching!  Hope it makes the cut.
1,Enjoyed both movies a lot. They arrived as scheduled.
1,A very fun show. My 4 year old daughter and 1 year old son love it!
1,GORDON.
0,"Shark week has continuously gotten worse over the last few years, plus no Amazon option to buy the whole series with daily access to new programing = we're done with shark week for good!"
1,I didn't finish it ðŸ˜Ÿ.  I lost interest in it
1,"Love, love, love this show! Tatiana is a very talented actor with a great support cast and plot line!"
1,Too much of chasing each other around and not enough story.
1,"Well made movie of unknown actors with a great, darkly humorous story line. Don't look away or you'll miss clues and hints of what's<br />to come. I thoroughly enjoyed this one. Sad, funny, all the good elements of a keeper."
1,By far besd Godzilla movie!!
1,"I have seen all the seasons of Supernatural now, and they only get better and better"
1,Pretty good
1,I certainly hope they opt to present us with another season.  Fascinating story line.
1,An amazing story told magnificently.
1,Its Okay
1,Granddaughters love it.
1,Beautiful story full of relevance for today's hidden homeless. Powerful performances by Streep and Nicholson.<br />As unforgettable as Grapes of Wrath.
1,Big eye opener to reality... A must see!!
1,"Bob the Builder is an excellent, wholesome kids show. Besides that, claymation is off the hizzy!!!"
1,A good film that's worth a look.
1,The movie was AWESOME!!!! All the actors were AWESOME!! Waiting for part 2
1,Great Show!  I know musicians and conductors like this!
1,"My 9-yr old son and I LOVE this movie. So truthful and artistic.  I just wish great movies like these were more advertised.  It didn't even play in my area, nor available in the movie stores, which they said they never heard of it. I had to wait for Amazon. THANK YOU!!!"
1,funny banter between the 2 characters.
0,"Didn't bother to finish it. It was out of sync and difficult to watch. We tried it twice, but it was too annoying to watch."
1,Surprisingly funny and real
1,The whole family likes this show.
1,Love the series. This season is definitely not my favorite. Bring back Derek Hale.
1,Very entertaining
1,"Classic, who could say more? &#34;Quick, I'm going to get you quick! Quick,&#34; ðŸ˜© ðŸ˜ Ha one of Eddie Murphy's best!"
1,A must-see for anyone that eats food!
1,Good movie.  Lots of action.  Well made.  Definitely not a B type movie.
1,Wow.
1,"The entire crew enjoyed this premier issue.Our audience for this show ranged from 4 to 47, with a 6,8,9 11 and 35 year olds the middle. I'd love to see more episodes of this potential series. My middle aged kids really enjoyed the play on the familiar storyline."
0,"Even Kat Denning's Jovian bust size can't save this mediocre &#34;quriky horror comedy.&#34; I put those words in quotations because this film wishes it was really a quirky horror comedy, rather than the mess of utter lameness it is. Its attempts at being clever fall flat, as it desperately clings onto the annoying indie comedy tropes that make the genre insufferable rather than ingenious comedy.<br /><br />If you want a funny horror comedy, go watch Odd Thomas, cause I'm sure the makers of this film certainly liked both the book and the film."
1,I love this show......
1,I really liked it
1,"A truly unusual story, with fine performances by Joaquim and Paltrow."
1,Nice!
1,Some of the best television produced.
1,"Very graphic violence and sex scenes. Costuming, set and characters are excellent."
0,It didn't take long for the episode to follow and imitate all HBO series with flagrant sex scenes.  I discontinued watching as soon as it came on.
1,can't believe there isn't a season 4 - best show on tv
1,Action packed
1,Loved this series!
1,Loved it
0,At this point I am just fed up with Hank Moody.  He is his own worst enemy and will never change.  Karen needs to run and run far!
0,Very different from the book. Unnecessarily rushed in all the wrong places. Characters have little development.
1,Great show! Prequel adds insight to how later ST shows got there. Nice spin on how the human/vulcan relationship developed. Creative writing in the ST tradition.
1,classic Movie.. Have always loved this one. For Horse movie watchers this one is a must. If you grew up in the 1970s or 1980s you will surely remember this one.
0,Somewhat entertaining but disappointing.
1,"I really enjoyed this movie. I thought Dave Franco really made this movie. He had an awkward humor  which I truly enjoyed watching. I did not know that Vince vaungh was so tall and Dave Franco was so small! I liked the message this movie portrayed of how to never give up on your dreams keep going for what you believe In. Their also was another message on how bullying has now gone beyond school with social media's sites giving bullies the opportunity to continue their behavior after school hours.cWhich makes it hard for parents to help their child who is being bullied find a solution.  But, what Vince Vaungh told his son made perfect sense to stand out, be different. You do not want to be like everyone else. Overall I really enjoyed watching this film."
